Word	Length	LemmaFreq	WordFreq	zipfFreq	Syllables	SyllLength
κόσα	4	0.2	0.2	2.327	κό-σα	2
κότα	4	5.4	2	3.305	κό-τα	2
κουπ	4	0.3	0.3	2.504	κουπ	1
κόφα	4	0.2	0.1	2.106	κό-φα	2
κόχη	4	0.4	0.4	2.628	κό-χη	2
κόψη	4	2.3	1.7	3.236	κό-ψη	2
κρακ	4	0.3	0.3	2.504	κρακ	1
κραχ	4	3.4	3.4	3.534	κραχ	1
κρεμ	4	0.5	0.5	2.725	κρεμ	1
κρεπ	4	0.2	0.2	2.327	κρεπ	1
κρύα	4	21	3.5	3.548	κρύ-α	2
κρύο	4	18.3	13.9	4.143	κρύ-ο	2
κύμα	4	53.5	23.4	4.369	κύ-μα	2
κυρά	4	2.9	2.4	3.384	κυ-ρά	2
κύων	4	0.4	0.2	2.327	κύ-ων	2
κώμα	4	1.7	1.7	3.236	κώ-μα	2
κώμη	4	0.5	0.2	2.327	κώ-μη	2
λάβα	4	1.6	1	3.009	λά-βα	2
λαβή	4	6.1	3.3	3.521	λα-βή	2
λαδί	4	0.3	0.3	2.504	λα-δί	2
λάδι	4	31.1	19.3	4.286	λά-δι	2
λάκα	4	0.7	0.4	2.628	λά-κα	2
λαλώ	4	1.1	0.1	2.106	λα-λώ	2
λάμα	4	2.8	2.2	3.344	λά-μα	2
λαμέ	4	0.3	0.3	2.504	λα-μέ	2
λαός	4	281.9	70	4.845	λα-ός	2
λάσο	4	1.9	0.2	2.327	λά-σο	2
λάφι	4	0.1	0	1.327	λά-φι	2
λέβα	4	0.7	0.7	2.859	λέ-βα	2
λέγω	4	3182.2	3.7	3.57	λέ-γω	2
λεία	4	5.5	4.4	3.646	λεί-α	2
λέξη	4	156.6	80.6	4.906	λέ-ξη	2
λέπι	4	0.3	0	1.327	λέ-πι	2
λέρα	4	0.3	0.3	2.504	λέ-ρα	2
λέσι	4	0.4	0.4	2.628	λέ-σι	2
λέων	4	8.3	1.7	3.236	λέ-ων	2
λήγω	4	53.6	0	1.327	λή-γω	2
λήθη	4	3.1	1.9	3.282	λή-θη	2
λήξη	4	76.2	47.9	4.68	λή-ξη	2
λήψη	4	74.7	54.2	4.734	λή-ψη	2
λίαν	4	4.5	4.5	3.656	λί-αν	2
λίγο	4	473.6	321.3	5.507	λί-γο	2
λιλά	4	0.3	0.3	2.504	λι-λά	2
λίμα	4	2.6	2.1	3.327	λί-μα	2
λίρα	4	12.6	1.9	3.282	λί-ρα	2
λιτή	4	4.2	3.3	3.521	λι-τή	2
λόγω	4	411.1	411.1	5.614	λό-γω	2
λόξα	4	0.3	0.3	2.504	λό-ξα	2
λότο	4	0.1	0.1	2.106	λό-το	2
λουξ	4	0.4	0.4	2.628	λουξ	1
λύμα	4	6.5	0	1.327	λύ-μα	2
λύνω	4	208.4	0.4	2.628	λύ-νω	2
λύπη	4	14.8	12.4	4.094	λύ-πη	2
λυπώ	4	1	0	1.327	λυ-πώ	2
λύρα	4	4.1	2.9	3.464	λύ-ρα	2
λύση	4	317.8	206.3	5.314	λύ-ση	2
μάζα	4	33.9	15.1	4.179	μά-ζα	2
μαζί	4	453	453	5.656	μα-ζί	2
μαία	4	1.4	0.2	2.327	μαί-α	2
μακό	4	0.3	0.3	2.504	μα-κό	2
μάλη	4	0.7	0	1.327	μά-λη	2
μαμά	4	21.2	17.4	4.241	μα-μά	2
μαμή	4	0.5	0.3	2.504	μα-μή	2
μάνα	4	47.5	35.5	4.55	μά-να	2
μάπα	4	0.4	0.3	2.504	μά-πα	2
μάρα	4	1.1	0.9	2.961	μά-ρα	2
μαρς	4	0.6	0.6	2.79	μαρς	1
μάτι	4	154.4	35.9	4.555	μά-τι	2
ματς	4	125.6	125.6	5.099	ματς	1
μάχη	4	121	82.9	4.918	μά-χη	2
μέθη	4	3.4	1.8	3.262	μέ-θη	2
μέλι	4	5.4	4.8	3.683	μέ-λι	2
μελό	4	1.9	1.9	3.282	με-λό	2
μένω	4	367.9	4.6	3.664	μέ-νω	2
μέρα	4	384.8	164.8	5.217	μέ-ρα	2
μερί	4	42.2	0	1.327	με-ρί	2
μέσα	4	1108.6	1084.9	6.035	μέ-σα	2
μέση	4	106.8	83.6	4.922	μέ-ση	2
μέσο	4	1303.2	100	5	μέ-σο	2
μέσω	4	278.7	278.7	5.445	μέ-σω	2
μετά	4	1258.9	1244.4	6.095	με-τά	2
μετρ	4	3.7	3.7	3.57	μετρ	1
μηδέ	4	1.9	1.9	3.282	μη-δέ	2
μήλο	4	12.4	4	3.604	μή-λο	2
μηνώ	4	147.7	0	1.327	μη-νώ	2
μηρί	4	0	0	1.327	μη-ρί	2
μήτε	4	4.8	4.8	3.683	μή-τε	2
μίζα	4	6	2.2	3.344	μί-ζα	2
μίλι	4	16.2	0.8	2.919	μί-λι	2
μίνα	4	1.2	1	3.009	μί-να	2
μίνι	4	10.6	10.6	4.026	μί-νι	2
μισώ	4	10.5	1.6	3.208	μι-σώ	2
μόδα	4	29.3	12.6	4.101	μό-δα	2
μόκα	4	0.1	0	1.327	μό-κα	2
μόλο	4	1.6	1.6	3.208	μό-λο	2
μονή	4	28.7	14.4	4.159	μο-νή	2
μόνο	4	1437.4	1264.3	6.102	μό-νο	2
μόρα	4	0.3	0.2	2.327	μό-ρα	2
μορς	4	0.2	0.2	2.327	μορς	1
μότο	4	0.8	0.8	2.919	μό-το	2
μους	4	0.4	0	1.327	μους	1
μπακ	4	9.4	9.4	3.974	μπακ	1
μπαμ	4	3.3	3.3	3.521	μπαμ	1
μπαρ	4	17.4	17.4	4.241	μπαρ	1
μπεζ	4	0.9	0.9	2.961	μπεζ	1
μπιτ	4	1.5	1.5	3.185	μπιτ	1
μπλα	4	1.1	1.1	3.052	μπλα	1
μπλε	4	20	20	4.301	μπλε	1
μποά	4	0.1	0.1	2.106	μπο-ά	2
μπόι	4	3.9	3.9	3.592	μπό-ι	2
μπολ	4	1.5	1.5	3.185	μπολ	1
μποξ	4	2.3	2.3	3.365	μποξ	1
μπορ	4	0.3	0.3	2.504	μπορ	1
μπρε	4	0.4	0.4	2.628	μπρε	1
μύγα	4	4.6	2.1	3.327	μύ-γα	2
μύδι	4	0.7	0.1	2.106	μύ-δι	2
μύλη	4	0	0	1.327	μύ-λη	2
μύξα	4	0.2	0.1	2.106	μύ-ξα	2
μύρο	4	0.6	0.1	2.106	μύ-ρο	2
μύτη	4	15	12.2	4.087	μύ-τη	2
μωρό	4	18.1	11.2	4.05	μω-ρό	2
ναζί	4	6.5	6.5	3.815	να-ζί	2
νάζι	4	0.6	0.4	2.628	νά-ζι	2
ναΐφ	4	0.4	0.4	2.628	να-ΐφ	2
νάμα	4	0.3	0.1	2.106	νά-μα	2
νάνι	4	1.2	1.2	3.083	νά-νι	2
ναός	4	47	9.5	3.979	να-ός	2
νένα	4	1.3	1.1	3.052	νέ-να	2
νενέ	4	0	0	1.327	νε-νέ	2
νέον	4	150.8	1.9	3.282	νέ-ον	2
νέος	4	1981.6	81.3	4.91	νέ-ος	2
νερό	4	163	77.5	4.889	νε-ρό	2
νεύω	4	0.8	0	1.327	νεύ-ω	2
νήμα	4	11	5.7	3.757	νή-μα	2
νησί	4	180.3	63.3	4.801	νη-σί	2
νίβω	4	0.6	0	1.327	νί-βω	2
νίκη	4	231.7	174.7	5.242	νί-κη	2
νίλα	4	0.4	0.1	2.106	νί-λα	2
νομή	4	11	2.6	3.417	νο-μή	2
νονά	4	2.3	1.4	3.154	νο-νά	2
νόνα	4	1.2	0.5	2.725	νό-να	2
νοσώ	4	2.3	0	1.327	νο-σώ	2
νότα	4	9.1	4.1	3.615	νό-τα	2
νους	4	42.9	9	3.955	νους	1
νοών	4	0.7	0.7	2.859	νο-ών	2
ντιπ	4	0.5	0.5	2.725	ντιπ	1
ντοκ	4	0.4	0.4	2.628	ντοκ	1
ντον	4	3.4	3.4	3.534	ντον	1
ντου	4	3	3	3.48	ντου	1
νύξη	4	3.4	2	3.305	νύ-ξη	2
νύφη	4	8.3	5.6	3.749	νύ-φη	2
νύχι	4	8.5	0.6	2.79	νύ-χι	2
νώτα	4	2.3	2.3	3.365	νώ-τα	2
ξανά	4	70.9	70.9	4.85	ξα-νά	2
ξένη	4	34.8	24.3	4.385	ξέ-νη	2
ξένο	4	21.7	21.5	4.333	ξέ-νο	2
ξέρα	4	1	0.5	2.725	ξέ-ρα	2
ξερή	4	1.8	1.3	3.12	ξε-ρή	2
ξέρω	4	547	135.3	5.131	ξέ-ρω	2
ξηρά	4	10.2	4	3.604	ξη-ρά	2
ξίδι	4	0.8	0.8	2.919	ξί-δι	2
ξόδι	4	0.1	0.1	2.106	ξό-δι	2
ξύλο	4	26.8	16	4.204	ξύ-λο	2
ξύνω	4	3.7	0	1.327	ξύ-νω	2
όαση	4	3.4	2.7	3.435	ό-α-ση	3
οβάλ	4	2.6	2.6	3.417	ο-βάλ	2
οδός	4	148.8	17.3	4.238	ο-δός	2
όζον	4	7.3	2.4	3.384	ό-ζον	2
όζος	4	2.6	0	1.327	ό-ζος	2
οίδα	4	0.3	0.3	2.504	οί-δα	2
οκέι	4	1.3	1.3	3.12	ο-κέ-ι	3
οκτώ	4	83.1	66.2	4.821	ο-κτώ	2
ολκή	4	0.9	0	1.327	ολ-κή	2
όλος	4	2879.4	19.2	4.284	ό-λος	2
όλως	4	3.4	3.4	3.534	ό-λως	2
όμμα	4	0.4	0	1.327	όμ-μα	2
ομού	4	0.6	0.6	2.79	ο-μού	2
όμως	4	1903	1903	6.279	ό-μως	2
όνος	4	0.9	0.2	2.327	ό-νος	2
οξιά	4	0.8	0.3	2.504	ο-ξιά	2
όξος	4	0.2	0.1	2.106	ό-ξος	2
οξύς	4	35.6	1.7	3.236	ο-ξύς	2
όπερ	4	2.8	2.8	3.451	ό-περ	2
όπιο	4	1.2	0.8	2.919	ό-πι-ο	3
οπλή	4	0.6	0.1	2.106	ο-πλή	2
όπλο	4	119.9	30.2	4.48	ό-πλο	2
οπός	4	3.1	0	1.327	ο-πός	2
όπου	4	757	757	5.879	ό-που	2
όπως	4	2128.7	2128.7	6.328	ό-πως	2
οργή	4	22.6	18.6	4.269	ορ-γή	2
ορδή	4	1.4	0.1	2.106	ορ-δή	2
ορθό	4	24.2	6.7	3.827	ορ-θό	2
όριο	4	200.1	72.3	4.859	ό-ρι-ο	3
ορμή	4	7.9	6.1	3.787	ορ-μή	2
ορός	4	9.6	0.7	2.859	ο-ρός	2
όρος	4	346.5	58	4.763	ό-ρος	2
όσια	4	2.2	0.7	2.859	ό-σι-α	3
οσμή	4	3.8	2.7	3.435	ο-σμή	2
όσος	4	1402	0.7	2.859	ό-σος	2
οστό	4	29.8	3.6	3.558	ο-στό	2
όταν	4	1305.9	1305.9	6.116	ό-ταν	2
ότου	4	23.9	23.9	4.379	ό-του	2
ουδέ	4	0.7	0.7	2.859	ου-δέ	2
ούζο	4	2.9	2	3.305	ού-ζο	2
ουλή	4	1	0.3	2.504	ου-λή	2
ούλο	4	1	0	1.327	ού-λο	2
ουρά	4	23.6	14.8	4.171	ου-ρά	2
ουρί	4	0.1	0.1	2.106	ου-ρί	2
ούρο	4	3.1	0	1.327	ού-ρο	2
ουρώ	4	0.3	0	1.327	ου-ρώ	2
ούτε	4	689.6	688.9	5.838	ού-τε	2
ούτι	4	1.1	1	3.009	ού-τι	2
ούφο	4	0.3	0.3	2.504	ού-φο	2
ουχί	4	1.5	1.5	3.185	ου-χί	2
όφις	4	3.6	2.9	3.464	ό-φις	2
όχθη	4	22.5	12.9	4.111	ό-χθη	2
οχιά	4	0.6	0.4	2.628	ο-χιά	2
παζλ	4	4	4	3.604	παζλ	1
παις	4	5.8	0.1	2.106	παις	1
πάκο	4	0.9	0.8	2.919	πά-κο	2
πάλα	4	2.1	0	1.327	πά-λα	2
πάλε	4	1.8	1.8	3.262	πά-λε	2
πάλη	4	13.4	8.7	3.94	πά-λη	2
πάλι	4	300.2	298.7	5.475	πά-λι	2
παμπ	4	1.3	1.3	3.12	παμπ	1
πάνα	4	1.4	0.6	2.79	πά-να	2
πανί	4	7.8	4.8	3.683	πα-νί	2
πανκ	4	2.9	2.9	3.464	πανκ	1
πανό	4	8.8	8.8	3.945	πα-νό	2
πάνω	4	520.7	520.1	5.716	πά-νω	2
παπί	4	2	1.1	3.052	πα-πί	2
παρά	4	632.7	425.9	5.629	πα-ρά	2
πάρα	4	139.9	139.9	5.146	πά-ρα	2
πάσα	4	47.2	40.7	4.609	πά-σα	2
πάσο	4	41.6	0.9	2.961	πά-σο	2
πατέ	4	0.4	0.4	2.628	πα-τέ	2
πατώ	4	48	0.4	2.628	πα-τώ	2
παύω	4	64.1	0.1	2.106	παύ-ω	2
πεζή	4	1.8	1.8	3.262	πε-ζή	2
πένα	4	5.2	3	3.48	πέ-να	2
πέος	4	1.3	0.9	2.961	πέ-ος	2
πέρα	4	191.6	191.6	5.282	πέ-ρα	2
περί	4	273.4	273.4	5.437	πε-ρί	2
πέτο	4	1.7	0.6	2.79	πέ-το	2
πέψη	4	0.5	0.3	2.504	πέ-ψη	2
πηγή	4	157.1	57.6	4.76	πη-γή	2
πήζω	4	1.7	0	1.327	πή-ζω	2
πήξη	4	1	0.4	2.628	πή-ξη	2
πήχη	4	1.9	1.3	3.12	πή-χη	2
πίκα	4	0.1	0.1	2.106	πί-κα	2
πίνα	4	0.6	0.5	2.725	πί-να	2
πίνω	4	50.9	1.4	3.154	πί-νω	2
πίπα	4	2	1.3	3.12	πί-πα	2
πιπί	4	0.2	0.2	2.327	πι-πί	2
πίσω	4	259.2	256.7	5.409	πί-σω	2
πίτα	4	9	5.2	3.717	πί-τα	2
πλαζ	4	2.2	2.2	3.344	πλαζ	1
πλάι	4	33.7	26.4	4.422	πλά-ι	2
πλέω	4	6.1	0.1	2.106	πλέ-ω	2
πλην	4	58.8	58.8	4.769	πλην	1
πνέω	4	5.3	0	1.327	πνέ-ω	2
πνοή	4	10.6	8.3	3.92	πνο-ή	2
πόδι	4	93.6	31.3	4.496	πό-δι	2
πόζα	4	2.5	1.3	3.12	πό-ζα	2
ποθώ	4	2.5	0.1	2.106	πο-θώ	2
ποιώ	4	1.8	0.1	2.106	ποι-ώ	2
πόκα	4	0.1	0.1	2.106	πό-κα	2
πόλη	4	322.8	137.4	5.138	πό-λη	2
πόλο	4	14	14	4.146	πό-λο	2
πολύ	4	1714.8	1342.2	6.127	πο-λύ	2
ποπό	4	0.3	0.3	2.504	πο-πό	2
πόση	4	8.8	8.6	3.935	πό-ση	2
ποσό	4	283.7	113.7	5.055	πο-σό	2
πόσο	4	154.7	154.7	5.189	πό-σο	2
ποτέ	4	298	297.7	5.473	πο-τέ	2
πότε	4	104.2	104.2	5.018	πό-τε	2
ποτό	4	22.1	6	3.779	πο-τό	2
πουά	4	0.8	0.8	2.919	που-ά	2
πουφ	4	0.2	0.2	2.327	πουφ	1
πριμ	4	12.9	12.9	4.111	πριμ	1
πριν	4	693.3	693.3	5.841	πριν	1
προς	4	1279	1279	6.107	προς	1
πρωί	4	145.5	145.5	5.163	πρω-ί	2
πτοώ	4	3.9	0	1.327	πτο-ώ	2
πτύο	4	0	0	1.327	πτύ-ο	2
πτύω	4	0	0	1.327	πτύ-ω	2
πύλη	4	23.5	11.1	4.046	πύ-λη	2
πυρά	4	18	14.7	4.168	πυ-ρά	2
πύρα	4	2.3	0	1.327	πύ-ρα	2
πωλώ	4	74.3	0	1.327	πω-λώ	2
πώμα	4	2.1	1.2	3.083	πώ-μα	2
ραβί	4	0.2	0.2	2.327	ρα-βί	2
ράβω	4	6.2	0.1	2.106	ρά-βω	2
ράγα	4	1.9	0	1.327	ρά-γα	2
ράδα	4	0.1	0.1	2.106	ρά-δα	2
ράιχ	4	2.5	2.5	3.403	ρά-ιχ	2
ρακή	4	0.2	0.1	2.106	ρα-κή	2
ρακί	4	1	0.9	2.961	ρα-κί	2
ράλι	4	3.9	3.9	3.592	ρά-λι	2
ραμί	4	0.1	0.1	2.106	ρα-μί	2
ράσο	4	2.4	1	3.009	ρά-σο	2
ραφή	4	4.9	2.3	3.365	ρα-φή	2
ράφι	4	8.9	3.7	3.57	ρά-φι	2
ράχη	4	4.4	2.9	3.464	ρά-χη	2
ρέλι	4	0.1	0	1.327	ρέ-λι	2
ρέμα	4	10.8	3.8	3.583	ρέ-μα	2
ρεπό	4	4.9	4.9	3.691	ρε-πό	2
ρέπω	4	1	0	1.327	ρέ-πω	2
ρεύω	4	0.1	0	1.327	ρεύ-ω	2
ρέων	4	1.4	0	1.327	ρέ-ων	2
ρήμα	4	6.4	3.4	3.534	ρή-μα	2
ρήξη	4	17.5	11.1	4.046	ρή-ξη	2
ρήση	4	6.7	5.6	3.749	ρή-ση	2
ρητό	4	19.8	2.4	3.384	ρη-τό	2
ρίγα	4	1.7	1.1	3.052	ρί-γα	2
ριγέ	4	0.7	0.7	2.859	ρι-γέ	2
ριγώ	4	0.5	0.1	2.106	ρι-γώ	2
ριζά	4	0.5	0.5	2.725	ρι-ζά	2
ρίζα	4	28.7	8.4	3.925	ρί-ζα	2
ρίμα	4	0.7	0.2	2.327	ρί-μα	2
ρίνα	4	0.2	0.1	2.106	ρί-να	2
ριπή	4	2.7	1.3	3.12	ρι-πή	2
ρίφι	4	0	0	1.327	ρί-φι	2
ρίψη	4	5	2.7	3.435	ρί-ψη	2
ρόγα	4	0.3	0.1	2.106	ρό-γα	2
ρόδα	4	4.3	2	3.305	ρό-δα	2
ρόδι	4	1	0.7	2.859	ρό-δι	2
ρόδο	4	31.2	14.3	4.155	ρό-δο	2
ροζέ	4	1.7	1.7	3.236	ρο-ζέ	2
ρόκα	4	0.9	0.4	2.628	ρό-κα	2
ρολό	4	3	0.9	2.961	ρο-λό	2
ροπή	4	13.1	8	3.904	ρο-πή	2
ρότα	4	3.2	3	3.48	ρό-τα	2
ρουζ	4	0.5	0.5	2.725	ρουζ	1
ρους	4	2	0.4	2.628	ρους	1
ρύζι	4	4.6	3.1	3.495	ρύ-ζι	2
ρύμη	4	0.6	0.6	2.79	ρύ-μη	2
ρύση	4	0.3	0.2	2.327	ρύ-ση	2
ρώγα	4	0.6	0.3	2.504	ρώ-γα	2
ρώμη	4	42.7	29.3	4.467	ρώ-μη	2
ρωτώ	4	200.1	5.5	3.742	ρω-τώ	2
σάκα	4	0.4	0.3	2.504	σά-κα	2
σακί	4	2	1.2	3.083	σα-κί	2
σάλα	4	4.1	2.1	3.327	σά-λα	2
σαλέ	4	0.5	0.5	2.725	σα-λέ	2
σάλι	4	2.4	1.7	3.236	σά-λι	2
σανό	4	0.3	0.2	2.327	σα-νό	2
σάρα	4	3.4	3.1	3.495	σά-ρα	2
σαρξ	4	0.9	0.3	2.504	σαρξ	1
σασί	4	0.7	0.7	2.859	σα-σί	2
σείω	4	2.3	0	1.327	σεί-ω	2
σέλα	4	6.1	4.1	3.615	σέ-λα	2
σέξι	4	2.3	2.3	3.365	σέ-ξι	2
σέρα	4	1.3	1.3	3.12	σέ-ρα	2
σερί	4	9.9	9.9	3.996	σε-ρί	2
σήμα	4	50	25.8	4.412	σή-μα	2
σήτα	4	0.1	0.1	2.106	σή-τα	2
σήψη	4	2.1	1	3.009	σή-ψη	2
σιγά	4	72.3	72.3	4.859	σι-γά	2
σιγή	4	5.3	4.2	3.624	σι-γή	2
σιγώ	4	1.2	0	1.327	σι-γώ	2
σιέλ	4	0.2	0.2	2.327	σι-έλ	2
σικέ	4	0.4	0.4	2.628	σι-κέ	2
σιλό	4	0.3	0.3	2.504	σι-λό	2
σιμά	4	0.2	0.2	2.327	σι-μά	2
σινί	4	0.1	0.1	2.106	σι-νί	2
σκιά	4	28.8	18.3	4.262	σκι-ά	2
σκορ	4	61.4	61.4	4.788	σκορ	1
σόδα	4	0.6	0.4	2.628	σό-δα	2
σόλα	4	0.7	0.2	2.327	σό-λα	2
σόλο	4	2.9	2.9	3.464	σό-λο	2
σόου	4	11.1	11.1	4.046	σό-ου	2
σοτέ	4	0.5	0.5	2.725	σο-τέ	2
σουτ	4	51.4	51.4	4.711	σουτ	1
σπάω	4	64.9	0.3	2.504	σπά-ω	2
σπορ	4	18.1	18.1	4.258	σπορ	1
σποτ	4	4.4	4.4	3.646	σποτ	1
σταρ	4	31	31	4.491	σταρ	1
στιλ	4	17.9	17.9	4.253	στιλ	1
στοά	4	9.1	5.3	3.725	στο-ά	2
στοκ	4	1.1	1.1	3.052	στοκ	1
στοπ	4	2	2	3.305	στοπ	1
στορ	4	0.2	0.2	2.327	στορ	1
συζώ	4	1	0	1.327	συ-ζώ	2
συκή	4	0.6	0	1.327	συ-κή	2
σύκο	4	2.2	0.2	2.327	σύ-κο	2
συλώ	4	0.6	0	1.327	συ-λώ	2
σύρω	4	12.5	0.1	2.106	σύ-ρω	2
σώζω	4	59.8	0.2	2.327	σώ-ζω	2
σώμα	4	212.4	121.4	5.084	σώ-μα	2
σώνω	4	46.7	0	1.327	σώ-νω	2
σώος	4	2.3	0.4	2.628	σώ-ος	2
ταγή	4	0.3	0	1.327	τα-γή	2
τάδε	4	11.3	11.3	4.053	τά-δε	2
τάζω	4	59.1	0	1.327	τά-ζω	2
τακτ	4	0.7	0.7	2.859	τακτ	1
ταλκ	4	0.1	0.1	2.106	ταλκ	1
τάμα	4	1.7	1.3	3.12	τά-μα	2
τάξη	4	263.8	74.1	4.87	τά-ξη	2
ταξί	4	30.5	30.5	4.484	τα-ξί	2
τάπα	4	2.9	1.4	3.154	τά-πα	2
ταπί	4	1.1	1.1	3.052	τα-πί	2
τάρα	4	0.6	0.5	2.725	τά-ρα	2
τάση	4	117.2	58.4	4.766	τά-ση	2
τάσι	4	0.3	0.2	2.327	τά-σι	2
ταφή	4	12.8	4.7	3.674	τα-φή	2
τάχα	4	11.5	11.5	4.061	τά-χα	2
ταψί	4	1	0.8	2.919	τα-ψί	2
τέζα	4	0.1	0.1	2.106	τέ-ζα	2
τέιο	4	0	0	1.327	τέ-ι-ο	3
τέλι	4	0.2	0.1	2.106	τέ-λι	2
τελώ	4	28.3	0	1.327	τε-λώ	2
τεστ	4	19	19	4.279	τεστ	1
τέως	4	23	23	4.362	τέ-ως	2
τζαζ	4	18.2	18.2	4.26	τζαζ	1
τζετ	4	3.4	3.4	3.534	τζετ	1
τζιν	4	6.3	6.3	3.8	τζιν	1
τζιπ	4	5.8	5.8	3.765	τζιπ	1
τήκω	4	0.3	0	1.327	τή-κω	2
τήξη	4	0.9	0.4	2.628	τή-ξη	2
τηρώ	4	88.7	0.4	2.628	τη-ρώ	2
τιμή	4	460.9	166.1	5.22	τι-μή	2
τιμώ	4	49.5	2.3	3.365	τι-μώ	2
τόκα	4	0.7	0.3	2.504	τό-κα	2
τομή	4	38.8	17.4	4.241	το-μή	2
τόξο	4	11.1	4.9	3.691	τό-ξο	2
τόπι	4	1.4	1.2	3.083	τό-πι	2
τόσο	4	614	614	5.788	τό-σο	2
τοστ	4	0.2	0.2	2.327	τοστ	1
τότε	4	637	635.7	5.803	τό-τε	2
τους	4	6908.1	6908.1	6.839	τους	1
τρακ	4	1.4	1.4	3.154	τρακ	1
τραμ	4	11.8	11.8	4.073	τραμ	1
τρικ	4	5.4	5.4	3.734	τρικ	1
τρίο	4	3	3	3.48	τρί-ο	2
τρις	4	29.7	0	1.327	τρις	1
τσάι	4	7.2	6.4	3.807	τσά-ι	2
τσακ	4	1.5	1.5	3.185	τσακ	1
τσεκ	4	0.8	0.8	2.919	τσεκ	1
τσιπ	4	6.9	6.9	3.839	τσιπ	1
τσιφ	4	0.1	0.1	2.106	τσιφ	1
τυρί	4	7.3	4.1	3.615	τυ-ρί	2
τύχη	4	84.8	73.7	4.867	τύ-χη	2
τύψη	4	4.8	0.2	2.327	τύ-ψη	2
τώρα	4	837.4	837.4	5.923	τώ-ρα	2
ύβρη	4	6.9	0.4	2.628	ύ-βρη	2
ύδρα	4	5.2	3.3	3.521	ύ-δρα	2
ύδωρ	4	31.3	2	3.305	ύ-δωρ	2
υιός	4	5.2	2	3.305	υι-ός	2
υμνώ	4	2.8	0	1.327	υ-μνώ	2
υπέρ	4	156.9	156.9	5.195	υ-πέρ	2
ύφος	4	42.5	37	4.568	ύ-φος	2
ύψος	4	183.9	94.3	4.974	ύ-ψος	2
φάβα	4	1	0.9	2.961	φά-βα	2
φάκα	4	1.9	0.4	2.628	φά-κα	2
φακή	4	2.8	0.4	2.628	φα-κή	2
φάπα	4	0.2	0	1.327	φά-πα	2
φάρα	4	0.6	0.4	2.628	φά-ρα	2
φαρί	4	0.1	0	1.327	φα-ρί	2
φάσα	4	0.1	0	1.327	φά-σα	2
φάση	4	174.2	126.9	5.103	φά-ση	2
φελί	4	0.2	0.1	2.106	φε-λί	2
φέξη	4	0.4	0.3	2.504	φέ-ξη	2
φέρω	4	408.2	8.2	3.915	φέ-ρω	2
φέσι	4	1.4	0.9	2.961	φέ-σι	2
φέτα	4	5.3	3	3.48	φέ-τα	2
φήμη	4	44	16.8	4.226	φή-μη	2
φίδι	4	9	4	3.604	φί-δι	2
φίλη	4	51.2	15.5	4.191	φί-λη	2
φιλί	4	8.2	5	3.7	φι-λί	2
φιλμ	4	16.7	16.7	4.223	φιλμ	1
φίνα	4	9	0.4	2.628	φί-να	2
φλας	4	10.1	10.1	4.005	φλας	1
φλιτ	4	0.2	0.2	2.327	φλιτ	1
φλος	4	0	0	1.327	φλος	1
φλου	4	0.6	0.6	2.79	φλου	1
φόλα	4	0.3	0.1	2.106	φό-λα	2
φορά	4	762.3	477.8	5.679	φο-ρά	2
φόρα	4	10	9.3	3.969	φό-ρα	2
φουλ	4	2.5	2.5	3.403	φουλ	1
φτου	4	1	1	3.009	φτου	1
φυγή	4	15.5	10.9	4.038	φυ-γή	2
φύκι	4	1.3	0.2	2.327	φύ-κι	2
φυλή	4	24.2	6.5	3.815	φυ-λή	2
φύλο	4	27.5	10.3	4.013	φύ-λο	2
φύμα	4	0.2	0.1	2.106	φύ-μα	2
φύρα	4	0.3	0.2	2.327	φύ-ρα	2
φύση	4	108.6	57.7	4.761	φύ-ση	2
φυτό	4	38.6	8.1	3.91	φυ-τό	2
φώλι	4	0.3	0	1.327	φώ-λι	2
φωνή	4	124.4	77.2	4.887	φω-νή	2
χάδι	4	1.9	0.9	2.961	χά-δι	2
χάζι	4	0.3	0.3	2.504	χά-ζι	2
χακί	4	3	3	3.48	χα-κί	2
χαλί	4	6.6	4.3	3.635	χα-λί	2
χάλι	4	11.5	4.1	3.615	χά-λι	2
χαλώ	4	28.5	0	1.327	χα-λώ	2
χάμω	4	2.1	2.1	3.327	χά-μω	2
χάνι	4	3	2.6	3.417	χά-νι	2
χάνω	4	433.6	2.7	3.435	χά-νω	2
χάος	4	20.6	17.3	4.238	χά-ος	2
χάπι	4	11.1	4.7	3.674	χά-πι	2
χαρά	4	64.7	52.2	4.717	χα-ρά	2
χάρη	4	139.7	92.2	4.965	χά-ρη	2
χάση	4	3	0.4	2.628	χά-ση	2
χέζω	4	1.7	0	1.327	χέ-ζω	2
χέλι	4	2	0.8	2.919	χέ-λι	2
χέρι	4	271.4	105.2	5.022	χέ-ρι	2
χήνα	4	1	0.2	2.327	χή-να	2
χήρα	4	9.6	6.4	3.807	χή-ρα	2
χθες	4	791.1	779.2	5.891	χθες	1
χλόη	4	3	2.7	3.435	χλό-η	2
χολή	4	1.6	1.2	3.083	χο-λή	2
χούι	4	0.6	0.6	2.79	χού-ι	2
χρίω	4	3.3	0	1.327	χρί-ω	2
χύμα	4	2.3	2.3	3.365	χύ-μα	2
χύνω	4	11.5	0	1.327	χύ-νω	2
χώμα	4	19.8	14.5	4.162	χώ-μα	2
χωνί	4	1.1	0.9	2.961	χω-νί	2
χώνω	4	12.5	0.1	2.106	χώ-νω	2
